Author First Name,Author Last Name,Title,Series,Series Number
 R. J.,Ellory,A Quiet Vendetta,,1
 R. J.,Ellory,City of Lies,,1
 R. K.,Narayan,The Ramayana: a shortened modern prose version of the Indian epic,,1
 R. L.,LaFevers,"Flight of the Phoenix (Nathaniel Fludd, Beastologist, Book I)","Nathaniel Fludd, Beastologist",1
 R. L.,LaFevers,"The Basilisk's Lair (Nathaniel Fludd, Beastologist, Book 2)","Nathaniel Fludd, Beastologist",2
 R. L.,LaFevers,Theodosia and the Serpents of Chaos,Theodosia,1
 R. L.,Lafevers,Theodosia and the Staff of Osiris,Theodosia,2
 R. L.,LaFevers,Theodosia and the Eyes of Horus,Theodosia,3
 R. Scott,Bakker,Disciple of the Dog,,1
 Rachael,Ray,Express Lane Meals,,1
 Rachael,Ray,Rach Ray 365: No Repeats,,1
 Rachel,Vail,Gorgeous,Avery Sisters Trilogy,2
 Rachel,Gibson,Nothing But Trouble,Chinooks Hockey Team,5
 Rachel,Cohn,Gingerbread,Gingerbread,1
 Rachel,Cohn,Shrimp,Gingerbread,2
 Rachel,Cohn,Cupcake,Gingerbread,3
 Rachel,Gibson,I'm in No Mood for Love,Girlfriends,2
 Rachel,Lindsay,An affair to forget,"Marry Me, Cowboy",11
 Rachel,Aaron,The Spirit Thief,The Legend of Eli Monpress,1
 Rachel,Aaron,The Spirit Rebellion: The Legend of Eli Monpress: Book 2,The Legend of Eli Monpress,2
 Rachel,Swirsky,A Memory of Wind,,1
 Rachel,Swirsky,"Eros, Philia, Agape",,1
 Rachel,Gibson,It Must Be Love,,1
 Rachel,Gibson,Lola Carlyle Reveals All,,1
 Rachel,Neumeier,The City in the Lake,,1
 Raffi,Yessayan,2 in the Hat: A Novel of Suspense,,1
 Raffi,Yessayan,Eight in the Box: A Novel of Suspense,,1
 Ralph,Ellison,Invisible man,,1
 Ralph Waldo,Emerson,Essays and Poems by Ralph Waldo Emerson,,1
 Ralph Waldo,Emerson,The essential writings of Ralph Waldo Emerson,,1
 Rand & Miller,Miller,The Myst Reader,Myst,1
 Randal,Keynes,"Creation: Darwin, His Daughter & Human Evolution",,1
 Randy,Singer,By Reason of Insanity,,1
 Randy & Zaslow,Pausch,The last lecture,,1
 Randy C.,Alcorn,Heaven,,1
 Ray,Bradbury,Something Wicked This Way Comes,Green Town,3
 Ray,Bradbury,A Graveyard for Lunatics: Another Tale of Two Cities,,1
 Ray,Bradbury,Driving Blind,,1
 Ray,Bradbury,Fahrenheit 451,,1
 Ray,Bradbury,"Green shadows, white whale",,1
 Ray,Bradbury,The day it rained forever,,1
 Ray,Bradbury,The Illustrated Man,,1
 Raymond,Khoury,The Last Templar,Last Templar,1
 Raymond,Khoury,The Last Templar,Last Templar,2
 Raymond,Khoury,The Sign,,1
 Raymond E.,Feist,Wrath of a Mad God,Darkwar Saga,3
 Raymond E.,Feist,Prince of the Blood,Krondor's Sons,1
 Raymond E.,Feist,The King's Buccaneer,Krondor's Sons,2
 Raymond E.,Feist,Rides a Dread Legion,The Demonwar Saga,1
 Raymond E.,Feist,At the Gates of Darkness,The Demonwar Saga,2
 Raymond E.,Feist,Flight of the Nighthawks,The Riftwar Cycle,1
 Raymond E.,Feist,Krondor: The Betrayal,The Riftwar Cycle,1
 Raymond E.,Feist,Shadow of a Dark Queen,The Riftwar Cycle,1
 Raymond E.,Feist,Talon of the Silver Hawk,The Riftwar Cycle,1
 Raymond E.,Feist,Into a Dark Realm,The Riftwar Cycle,2
 Raymond E.,Feist,King Of Foxes,The Riftwar Cycle,2
 Raymond E.,Feist,Krondor: The Assassins,The Riftwar Cycle,2
 Raymond E.,Feist,A Darkness at Sethanon,The Riftwar Cycle,3
 Raymond E.,Feist,Exile's Return,The Riftwar Cycle,3
 Raymond E.,Feist,Krondor: Tear of the Gods,The Riftwar Cycle,3
 Raymond E.,Feist,Shards of a Broken Crown,The Riftwar Cycle,4
 Raymond E.,Feist,Magician,The Riftwar Saga,1
 Raymond E.,Feist,Silverthorn,The Riftwar Saga,2
 Raymond E.,Feist,Rise of a Merchant Prince,The Serpentwar Saga,2
 Raymond E.,Feist,Rage of a Demon King,The Serpentwar Saga,3
 Raymond E. & Forstchen,Feist,Honoured Enemy,Legends of the Riftwar,1
 Raymond E. & Rosenberg,Feist,Murder in LaMut,Legends of the Riftwar,2
 Raymond E. & Stirling,Feist,Jimmy the Hand,Legends of the Riftwar,3
 Raymond E. & Wurts,Feist,Daughter of the Empire,The Empire Trilogy,1
 Raymond E. & Wurts,Feist,Servant of the Empire,The Empire Trilogy,2
 Raymond E. & Wurts,Feist,Mistress of the Empire,The Empire Trilogy,3
 Rebecca,Stratton,Castles in Spain,,1
 Rebecca,Barnhouse,The Coming of the Dragon,,1
 Rebecca,Skloot,The Immortal Life of Henrietta Lacks,,1
 Rebecca N. & DeMoss,Alonzo,The Devil in Pew Number Seven,,1
 Reed,Hannah,Buzz Off,,1
 Rhonda,Nelson,The Player,Men Out of Uniform,1
 Rhonda Lauret,Parkinson,The everything Chinese cookbook: from wonton soup to sweet and sour chicken -- 300 succulent recipes from the Far East,,1
 Rhonda Lauret,Parkinson,The Everything Stir-Fry Cookbook: 300 Fresh and Flavorful Recipes the Whole Family Will Love,,1
 Rhys,Bowen,Evan and Elle,Constable Evans,4
 Rhys,Bowen,Evanly Bodies,Constable Evans,10
 Rhys,Bowen,For the Love of Mike,Molly Murphy Mysteries,3
 Rhys,Bowen,"Tell Me, Pretty Maiden",Molly Murphy Mysteries,7
 Rhys,Bowen,In a Gilded Cage,Molly Murphy Mysteries,8
 Rhys,Bowen,The Last Illusion,Molly Murphy Mysteries,9
 Richard,Adams,Shardik,Beklan Empire,2
 Richard,Kadrey,Sandman Slim,Sandman Slim,1
 Richard,Morgan,Altered Carbon,Takeshi Kovacs novels,1
 Richard,Morgan,Broken Angels,Takeshi Kovacs novels,2
 Richard,Morgan,Woken Furies,Takeshi Kovacs novels,3
 Richard,Kadrey,Butcher Bird: A Novel of the Dominion,The Dominion,1
 Richard,Adams,Tales from Watership Down,Watership Down,2
 Richard,Wiseman,"59 Seconds: Think a Little, Change a Lot",,1
 Richard,Matheson,A Stir of Echoes,,1
 Richard,Laymon,After Midnight,,1
 Richard,Wrangham,Catching Fire: How Cooking Made Us Human,,1
 Richard,Laymon,Come Out Tonight,,1
 Richard,Laymon,Funland,,1
 Richard,Matheson,Hell House,,1
 Richard,Matheson,I Am Legend,,1
 Richard,Wright,Native son,,1
 Richard,Laymon,Savage,,1
 Richard,Dawkins,The God Delusion,,1
 Richard,Dawkins,The Greatest Show on Earth,,1
 Richard,Matheson,The Incredible Shrinking Man,,1
 Richard,Laymon,The Lake,,1
 Richard,Dawkins,The selfish gene,,1
 Richard,Parry,Trial by Ice: The True Story of Murder and Survival on the 1871 Polaris Expedition,,1
 Richard,Matheson,What Dreams May Come,,1
 Richard A.,Knaak,"Legends of the Dragonrealm, Vol II",Legends of the Dragonrealm,2
 Richard Henry,Dana,Two Years Before the Mast: A Personal Narrative of Life at Sea,,1
 Richard J.,Evans,The Coming of the Third Reich,The Third Reich,1
 Richard James,Overy,The Battle of Britain,,1
 Richard P.,Feynman,"Surely You're Joking, Mr. Feynman!",,1
 Richard W.,Leech,The Adventures of Button,,1
 Rick,Riordan,The Lightning Thief,Percy Jackson and the Olympians,1
 Rick,Riordan,The Sea of Monsters,Percy Jackson and the Olympians,2
 Rick,Riordan,The Titan's Curse,Percy Jackson and the Olympians,3
 Rick,Riordan,The Battle of the Labyrinth,Percy Jackson and the Olympians,4
 Rick,Riordan,Percy Jackson and the Last Olympian,Percy Jackson and the Olympians,5
 Rick,Riordan,The Heroes of Olympus,The Heroes of Olympus,1
 Rick,Riordan,The Red Pyramid,The Kane Chronicles,1
 Rick,Mofina,The Panic Zone,,1
 Rick,Bragg,The prince of Frogtown,,1
 Rick,Warren,The Purpose Driven Life: What on Earth Am I Here For?,,1
 Rick,Acker,When the Devil Whistles,,1
 Rick,Rodgers,Winter Gatherings: Casual Food to Enjoy with Family and Friends,,1
 Ricky,Martin,Me,,1
 Ridley,Pearson,In Harm's Way,Walt Fleming,4
 Rita,Lakin,Getting Old Is Murder,Gladdy Gold Mysteries,1
 Rita,Lakin,Getting Old Is the Best Revenge,Gladdy Gold Mysteries,2
 Rita,Lakin,Getting Old Is Criminal,Gladdy Gold Mysteries,3
 Rita,Lakin,Getting Old Is to Die for,Gladdy Gold Mysteries,4
 Rita,Lakin,Getting old is a disaster,Gladdy Gold Mysteries,5
 Rita,Lakin,Getting Old Is Tres Dangereux,Gladdy Gold Mysteries,6
 Rita Mae,Brown,A Nose for Justice,,1
 Rob,Thurman,The Grimrose Path: A Trickster Novel,Trickster,2
 Rob,Sheffield,"Love Is a Mix Tape: Life and Loss, One Song at a Time",,1
 Robert,Spiller,The Witch of Agnesi,Bonnie Pinkwater,1
 Robert,Wilson,Instruments of Darkness,Bruce Medway,1
 Robert,Alexander,Rasputin's Daughter,House of Romanov Trilogy,2
 Robert,Alexander,The Romanov Bride,House of Romanov Trilogy,3
 Robert,Alexander,The Kitchen Boy,House of Romanov Trilogy,4
 Robert,Ludlum,The Bourne Identity,Jason Bourne,1
 Robert,Ludlum,The Bourne supremacy,Jason Bourne,2
 Robert,Ludlum,The Bourne ultimatum,Jason Bourne,3
 Robert,Crais,The Sentry,Joe Pike,3
 Robert,Ludlum,The Matarese Circle,Matarese dynasty,1
 Robert,Ludlum,The Matarese countdown,Matarese dynasty,2
 Robert,Jordan,New Spring: The Novel,Wheel of Time,0
 Robert,Jordan,To the Blight: The Eye of the World,Wheel of Time,1
 Robert,Jordan,The great hunt,Wheel of Time,2
 Robert,Jordan,The Dragon Reborn,Wheel of Time,3
 Robert,Jordan,The shadow rising,Wheel of Time,4
 Robert,Jordan,The fires of heaven,Wheel of Time,5
 Robert,Jordan,Lord of chaos,Wheel of Time,6
 Robert,Jordan,A crown of swords,Wheel of Time,7
 Robert,Jordan,The path of daggers,Wheel of Time,8
 Robert,Jordan,Winter's heart,Wheel of Time,9
 Robert,Jordan,Crossroads of twilight,Wheel of Time,10
 Robert,Jordan,Knife of Dreams,Wheel of Time,11
 Robert,Leckie,The Battle for Iwo Jima,,0
 Robert,Coover,"A night at the movies, or, You must remember this: fictions",,1
 Robert,Goolrick,A Reliable Wife,,1
 Robert,Gilmore,Alice in Quantumland: An Allegory of Quantum Physics,,1
 Robert,Browning,Childe Roland to the Dark Tower Came,,1
 Robert,Craig,Creepers,,1
 Robert,Lacey,Inside the Kingdom,,1
 Robert,Goddard,Long Time Coming: A Novel,,1
 Robert,Reed,Mallow,,1
 Robert,Mecklenburg,"Managing Projects with GNU Make, 3rd Edition",,1
 Robert,Coover,Noir,,1
 Robert,Coover,Pinocchio in Venice,,1
 Robert,Conroy,Red Inferno: 1945,,1
 Robert,Ryan,Signal Red,,1
 Robert,Ludlum,The Ambler Warning,,1
 Robert,Ludlum,The apocalypse watch,,1
 Robert,Ludlum,The Aquitaine Progression,,1
 Robert,Tine,The Astronaut's Wife,,1
 Robert,Littell,The company: a novel of the CIA,,1
 Robert,Ludlum,The Cry of the Halidon,,1
 ROBERT,WRIGHT,The Evolution of God,,1
 Robert,Ludlum,The Icarus Agenda,,1
 Robert,Ludlum,The Janson Directive,,1
 Robert,Ludlum,The Paris Option,,1
 Robert,Browning,The Pied Piper of Hamlin,,1
 Robert,Ludlum,The Scarlatti inheritance,,1
 Robert,Ludlum,The Sigma Protocol,,1
 Robert,Oerter,"The theory of almost everything: the Standard Model, the unsung triumph of modern physics",,1
 Robert,Ludlum,The Tristan Betrayal,,1
 Robert & Elffers,Greene,The 48 laws of power,,1
 Robert & Larkin,Ludlum,The Lazarus Vendetta,,1
 Robert & Lustbader,Ludlum,The Bourne Betrayal,Jason Bourne,5
 Robert & Lustbader,Ludlum,The Bourne Sanction,Jason Bourne,6
 Robert & Lustbader,Ludlum,The Bourne Deception,Jason Bourne,7
 Robert & Lynds,Ludlum,The Hades Factor,Covert-One,1
 Robert & Lynds,Ludlum,The Altman Code,,1
 Robert & Sanderson,Jordan,The Gathering Storm,Wheel of Time,12
 Robert & Sanderson,Jordan,Towers of Midnight,Wheel of Time,13
 Robert & Shelby,Ludlum,The Cassandra Compact,,1
 Robert & Wilson,Shea,The illuminatus! trilogy,The Illuminatus! Trilogy,1
 Robert A.,Heinlein,The Door Into Summer,,1
 Robert Anton,Wilson,Schrödinger's cat trilogy,Schrödinger's Cat Trilogy,1
 Robert B.,Parker,The Professional,Spenser,38
 Robert B.,Parker,Chasing the Bear: A Young Spenser Novel,Spenser novels,1
 Robert B.,Parker,The Godwulf Manuscript,Spenser novels,1
 Robert B.,Parker,God Save the Child,Spenser novels,2
 Robert B.,Parker,Mortal Stakes,Spenser novels,3
 Robert B.,Parker,Promised Land,Spenser novels,4
 Robert B.,Parker,The Judas Goat,Spenser novels,5
 Robert B.,Parker,Looking for Rachel Wallace,Spenser novels,6
 Robert B.,Parker,Early Autumn,Spenser novels,7
 Robert B.,Parker,A Savage Place,Spenser novels,8
 Robert B.,Parker,The Widening Gyre,Spenser novels,10
 Robert B.,Parker,Valediction,Spenser novels,11
 Robert B.,Parker,A Catskill Eagle,Spenser novels,12
 Robert B.,Parker,Taming a Sea-Horse,Spenser novels,13
 Robert B.,Parker,Pale kings and princes,Spenser novels,14
 Robert B.,Parker,Crimson Joy,Spenser novels,15
 Robert B.,Parker,Playmates,Spenser novels,16
 Robert B.,Parker,Pastime,Spenser novels,18
 Robert B.,Parker,Double Deuce,Spenser novels,19
 Robert B.,Parker,Paper doll,Spenser novels,20
 Robert B.,Parker,Walking Shadow,Spenser novels,21
 Robert B.,Parker,Thin Air,Spenser novels,22
 Robert B.,Parker,Chance,Spenser novels,23
 Robert B.,Parker,Small Vices,Spenser novels,24
 Robert B.,Parker,Sudden Mischief,Spenser novels,25
 Robert B.,Parker,Hush money,Spenser novels,26
 Robert B.,Parker,Hugger Mugger,Spenser novels,27
 Robert B.,Parker,Potshot,Spenser novels,28
 Robert B.,Parker,Widow's Walk,Spenser novels,29
 Robert B.,Parker,Back story,Spenser novels,30
 Robert B.,Parker,Bad Business,Spenser novels,31
 Robert B.,Parker,Cold Service,Spenser novels,32
 Robert B.,Parker,School Days,Spenser novels,33
 Robert B.,Parker,Hundred-dollar baby,Spenser novels,34
 Robert B.,Parker,Now and then,Spenser novels,35
 Robert B.,Parker,Rough Weather,Spenser novels,36
 Robert E.,Howard,The Iron Man,,1
 Robert K.,Massie,Peter the Great,,1
 Robert K. & Shiffman,Wittman,Priceless: How I Went Undercover to Rescue the World's Stolen Treasures,,1
 Robert Louis,Stevenson,Strange Case of Dr Jekyll and Mr Hyde and Other Tales,,1
 Robert Louis,Stevenson,Treasure Island,,1
 Robert M.,Pirsig,Zen and the Art of Motorcycle Maintenance,,1
 Robert R.,McCammon,Speaks the Nightbird: Judgment of the Witch,Matthew Corbetts World,1
 Robert R.,McCammon,Mister Slaughter,Matthew Corbetts World,3
 Robert R.,McCammon,Boy's Life,,1
 Robert R.,McCammon,Mine,,1
 Robert R.,McCammon,Stinger: Stinger,,1
 Robert R.,McCammon,Swan Song,,1
 Robert R.,McCammon,The Queen of Bedlam,,1
 Robert R.,McCammon,The Wolf's Hour,,1
 Robert T. & Lechter,Kiyosaki,Rich Dad Poor Dad for Teens: The Secrets About Money--That You Don't Learn in School!,,1
 Roberta,Gellis,The English Heiress,Heiress series,1
 Roberta,Gellis,The Cornish Heiress,Heiress series,2
 Roberta,Gellis,The Kent Heiress,Heiress series,3
 Roberta,Gellis,Fortune's Bride,Heiress series,4
 Roberta,Gellis,A Woman's Estate,Heiress series,5
 Roberta Brandes,Gratz,The Battle for Gotham: New York in the Shadow of Robert Moses and Jane Jacobs,,1
 Roberto & Fisher,Escobar,The Accountant's Story: Inside the Violent World of the Medellín Cartel,,1
 Robin,Kaye,"Romeo, Romeo",Domestic Gods,1
 Robin,Kaye,Too Hot to Handle,Domestic Gods,2
 Robin,Kaye,Breakfast in Bed,Domestic Gods,3
 Robin,Hobb,Ship of magic,Liveship Traders,1
 Robin,Hobb,Mad ship,Liveship Traders,2
 Robin,Hobb,Ship of Destiny,Liveship Traders,3
 Robin,Hobb,Fool's errand,Tawny Man Trilogy,1
 Robin,Hobb,Golden fool,Tawny Man Trilogy,2
 Robin,Hobb,Fool's Fate,Tawny Man Trilogy,3
 Robin,Hobb,Assassin's Apprentice,The Farseer Trilogy,1
 Robin,Hobb,Royal assassin,The Farseer Trilogy,2
 Robin,Hobb,Assassin's quest,The Farseer Trilogy,3
 Robin,Hobb,Dragon Keeper: Volume One of the Rain Wilds Chronicles,The Rain Wild Chronicles,1
 Robin,Hobb,Dragon Haven,The Rain Wild Chronicles,2
 Robin,Hobb,Dragon Haven: Volume Two of the Rain Wilds Chronicles,The Rain Wild Chronicles,2
 Robin,Hobb,Shaman's Crossing: Book One of The Soldier Son Trilogy,The Soldier Son Trilogy,1
 Robin,Hobb,Forest Mage,The Soldier Son Trilogy,2
 Robin,Hobb,Renegade's Magic: Book Three of The Soldier Son Trilogy,The Soldier Son Trilogy,3
 Robin,Caroll,Dead Air,,1
 Robin,McKinley,Pegasus,,1
 Robin,Burcell,The Bone Chamber,,1
 Robin Lee,Hatcher,A Vote of Confidence,,1
 Robyn,Donald,Iceberg,,1
 Rocco,Dispirito,Now Eat This!,,1
 Roger,Zelazny,Lord of Light,,1
 Roger,Rosenblatt,Making Toast,,1
 Roland,Merullo,A Little Love Story,,1
 Rolf,Potts,Vagabonding: an uncommon guide to the art of long-term world travel,,1
 Ron,Rash,Burning Bright,,1
 Ron,McLarty,The memory of running: a novel,,1
 Ron,Paul,The Revolution,,1
 Ron,Suskind,The Way of the World,,1
 Ronald,Kessler,In the President's Secret Service,,1
 Ronald,Searle,The Terror of St Trinian's and Other Drawings,,1
 Ronald C.,White,A. Lincoln: A Biography,,1
 Rory,Clements,Martyr,John Shakespeare,1
 Rory,McGrath,Bearded Tit,,1
 Rose,Lerner,In for a Penny,,1
 Rose,Tremain,Trespass,,1
 Rosecrans,Baldwin,You Lost Me There ,,1
 Rossetti,Denise,Thief of Light,Four-Sided Pentacle,2
 Rowena Cory,Daniells,The King's Bastard,King Rolen's Kin,1
 Rowena Cory,Daniells,King Rolen's Kin: The Uncrowned King,King Rolen's Kin,2
 Roy,Johansen,Beyond belief,,1
 Roy,Johansen,Deadly Visions,,1
 Roy Peter,Clark,The Glamour of Grammar: A Guide to the Magic and Mystery of Practical English,,1
 Ru,Freeman,A disobedient girl: a novel,,1
 Ru,Freeman,A disobedient girl: a novel,,1
 Rudyard,Kipling,The Jungle Books,Jungle Books,1
 Rupert,Gethin,Sayings of the Buddha: a selection of suttas from the Pali Nikāyas,,1
 Russell,Andrews,Aphrodite,,1
 Russell,Andrews,Hades,,1
 Ruth,Rendell,Portobello,,1
 Ryan,Hughes,The Darkness Before the Dawn,Dark Sun,1.2
 S .J.,Rozan,Absent Friends,,1
 S. D. & David,Perry,Twist of Faith,Star Trek,2007.07
 S. D. & Dennison,Perry,Night of the Wolves,Star Trek,2008.05
 S. J.,Rozan,Trail of Blood,Bill Smith/Lydia Chin,9
 S. J.,Day,Eve of Darkness,Marked,1
 S. J.,Bolton,Blood Harvest,,1
 S. L.,Viehl,Crystal Healer,Stardoc,9
 S. M.,Stirling,Island in the Sea of Time,Island in the Sea of Time Trilogy,1
 S. M.,Stirling,Against the Tide of Years,Island in the Sea of Time Trilogy,2
 S. M.,Stirling,On the oceans of eternity,Island in the Sea of Time Trilogy,3
 S. M.,Stirling,The High King of Montival: A Novel of the Change,Nantucket event series,10
 S. T.,Joshi,American supernatural tales,,1
 S.D. & Dennison,Perry,Star Trek: Terok Nor: Dawn of the Eagles,Star Trek,2008.06
 S.J.,Rozan,Stone Quarry,Bill Smith/Lydia Chin,6
 S.L.,Viehl,Dream Called Time: A Stardoc Novel,,1
 Sabine,Durrant,"Cross Your Heart, Connie Pickles",,1
 Sadie,Jones,Small Wars: A Novel,,1
 Sally,Koslow,With Friends Like These,,1
 Salman,Rushdie,Grimus,,1
 Salman,Rushdie,Luka and the Fire of Life,,1
 Salman,Rushdie,The satanic verses: a novel,,1
 Sam,Sykes,Tome of the Undergates,The Aeon's Gate,1
 Sam,Wasson,"Fifth Avenue, 5 A.M.: Audrey Hepburn, Breakfast at Tiffany's, and the Dawn of the Modern Woman",,1
 Sam,Barone,Quest for Honour,,1
 Sam,Enthoven,The Black Tattoo,,1
 Sam,Kean,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",,1
 Sam,Bourne,The Last Testament,,1
 Samuel,Beckett,"Three Novels: Molloy, Malone Dies, The Unnamable",Beckett's Trilogy,1
 Sandra,Ruttan,The Frailty of Flesh,"Nolan, Hart and Tain Series",2
 Sandra,Dallas,The Diary of Mattie Spenser,,1
 Sandra,Hill,The Viking Takes a Knight,,1
 Sandra,Brown,Tough Customer: A Novel,,1
 Sara,Douglass,The Infinity Gate: Darkglass Mountain: Book Three,Darkglass Mountain,3
 Sara,Shepard,Pretty Little Liars,Pretty Little Liars,1
 Sara,Shepard,Flawless,Pretty Little Liars,2
 Sara,Shepard,Perfect,Pretty Little Liars,3
 Sara,Shepard,Unbelievable,Pretty Little Liars,4
 Sara,Shepard,Wicked,Pretty Little Liars,5
 Sara,Shepard,Killer,Pretty Little Liars,6
 Sara,Shepard,Heartless,Pretty Little Liars,7
 Sara,Paretsky,Body Work,V.I. Warshawski novels,14
 Sara,Poole,Poison: A Novel of the Renaissance,,1
 Sara,Gruen,Water for Elephants,,1
 Sarah,D'Almeida,The Musketeer's Seamstress,Musketeer's Mysteries,2
 Sarah,D'Almeida,Dying by the Sword,Musketeer's Mysteries,5
 Sarah,Pinborough,Into the Silence,Torchwood,10
 Sarah,Langan,Audrey's Door,,1
 Sarah,Bradford,"Lucrezia Borgia: life, love and death in Renaissance Italy",,1
 Sarah,Dessen,That Summer,,1
 Sarah,Silverman,"The Bedwetter: Stories of Courage, Redemption, and Pee",,1
 Sarah,Dessen,This Lullaby,,1
 Sarah Addison,Allen,Garden Spells,,1
 Sarah Addison,Allen,The Girl Who Chased the Moon: A Novel,,1
 Sarah Addison,Allen,The Sugar Queen,,1
 Sarah Stewart,Taylor,O' Artful Death,Sweeney St. George Mysteries,1
 Sarra,Manning,Let's Get Lost,,1
 Sasa & Bell,Stanisic,How the Soldier Repairs the Gramophone,,1
 Saundra,Mitchell,Shadowed Summer,,1
 Savannah,Russe,Beyond the pale,Darkwing Chronicles,1
 Savannah,Russe,Past Redemption,Darkwing Chronicles,2
 Savannah,Russe,Beneath the Skin,Darkwing Chronicles,3
 Savannah,Russe,In the Blood,Darkwing Chronicles,4
 Savannah,Russe,Under Darkness,Darkwing Chronicles,5
 Scott,Gier,Genellan: Planetfall,Genellan,1
 Scott,Westerfeld,Touching darkness,Midnighters,2
 Scott,Westerfeld,Blue noon,Midnighters,3
 Scott,Lynch,The Lies of Locke Lamora,The Gentleman Bastard Sequence,1
 Scott,Patterson,The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It,,1
 Scott,Lasser,The Year That Follows,,1
 Sean,Black,Lockdown,Ryan Lock,1
 Sean,Carroll,From Eternity to Here,,1
 Sean,Aiken,"The One-Week Job Project: One Man, One Year, 52 Jobs",,1
 Sean & Rosenthal,Deveney,The Original Curse: Did the Cubs Throw the 1918 World Series to Babe Ruth's Red Sox and Incite the Black Sox Scandal?,,1
 Seanan,McGuire,Rosemary and Rue,October Daye,1
 Seanan,McGuire,A Local Habitation,October Daye,2
 Seanan,McGuire,An Artificial Night,October Daye,3
 Sebastian,Faulks,Birdsong,French Trilogy,2
 Sebastian,Faulks,Charlotte Gray,French Trilogy,3
 Sebastian,Faulks,Devil May Care,James Bond,43
 Sebastian,Faulks,A Week in December,,1
 Sebastian,Faulks,Human Traces,,1
 Sebastian,Junger,The Perfect Storm: A True Story of Men Against the Sea,,1
 Sebastian,Junger,War,,1
 Sena Jeter,Naslund,Adam & Eve,,1
 Sergei,Lukyanenko,The Twilight Watch,The Night Watch Tetralogy,3
 Seth,Grahame-Smith,Abraham Lincoln: Vampire Hunter,,1
 Seth,Godin,Linchpin: Are You Indispensable?,,1
 Shūichi & Gabriel,Yoshida,Villain,,1
 Shahriar & Khalili,Mandanipour,Censoring an Iranian Love Story,,1
 Shane,Jones,Light Boxes,,1
 Shelley,Munro,The Spurned Viscountess,,1
 Sheri S.,Tepper,Six Moon Dance,,1
 Sherrilyn,Kenyon,No Mercy,Were-Hunter,7
 Sherrilyn & Love,Kenyon,Deadly Promises,Tracers,1
 Sherryl,Woods,Do you take this rebel?,The Calamity Janes,1
 Sherryl,Woods,To Catch a Thief,The Calamity Janes,3
 Sherryl,Woods,Wrangling the Redhead,The Calamity Janes,5
 Sherryl,Woods,Ryan's Place,The Devaneys,1
 Sherryl,Woods,Sean's Reckoning,The Devaneys,2
 Sherryl,Woods,Michael's Discovery,The Devaneys,3
 Sherryl,Woods,Patrick's Destiny,The Devaneys,4
 Sherryl,Woods,Daniel's Desire,The Devaneys,5
 Shirley,Damsgaard,Witch way to murder: an Ophelia and Abby mystery,Ophelia and Abby,1
 Shirley,Damsgaard,Charmed to death: an Ophelia and Abby mystery,Ophelia and Abby,2
 Shirley,Damsgaard,The Trouble With Witches: An Ophelia And Abby Mystery,Ophelia and Abby,3
 Shirley,Damsgaard,Witch Hunt: An Ophelia and Abby Mystery,Ophelia and Abby,4
 Shirley,Damsgaard,The Witch Is Dead,Ophelia and Abby,5
 Shirley,Damsgaard,The Witch's Grave: An Ophelia and Abby Mystery,Ophelia and Abby,6
 Shirley,Damsgaard,The Seventh Witch,Ophelia and Abby,7
 Shirley,Jackson,The haunting of Hill House: a drama of suspense in three acts,,1
 Shors,John,Beside a Burning Sea,,1
 Shors,John,Dragon House,,1
 Shunryū & Dixon,Suzuki,"Zen Mind, Beginner's Mind",,1
 Siddhartha,Mukherjee,The Emperor of All Maladies: A Biography of Cancer,,1
 Sidney,Sheldon,Rage of angels,,1
 Sidney & Bagshawe,Sheldon,Mistress of the Game,,1
 Sigrid,Nunez,Salvation City,,1
 Sigrid & Nunnally,Undset,Kristin Lavransdatter,Kristin Lavransdatter,1
 Silvia,Hagen,IPv6 Essentials,,1
 Simon,Hawke,The Broken Blade,Dark Sun,1.3
 Simon,Hawke,The outcast,Dark Sun,3.1
 Simon,Hawke,The seeker,Dark Sun,3.2
 Simon,Hawke,The Nomad,Dark Sun,3.3
 Simon,Lelic,A thousand cuts,,1
 Simon,Dixon,Catherine the Great,,1
 Simon,Winchester,Outposts: journeys to the surviving relics of the British Empire,,1
 Simon,Winchester,The Fracture Zone: My Return to the Balkans,,1
 Simon,Kernick,The Last 10 Seconds,,1
 Simon & Simon,Scarrow,Young Bloods,Revolution,1
 Simon R.,Green,Something from the Nightside,Nightside,1
 Simon R.,Green,Agents of Light and Darkness,Nightside,2
 Simon R.,Green,Nightingale's lament,Nightside,3
 Simon R.,Green,Hex and the City,Nightside,4
 Simon R.,Green,Paths not taken,Nightside,5
 Simon R.,Green,Sharper Than a Serpent's Tooth,Nightside,6
 Simon R.,Green,Hell to Pay,Nightside,7
 Simon R.,Green,The Unnatural Inquirer,Nightside,8
 Simon R.,Green,Just Another Judgement Day,Nightside,9
 Simon R.,Green,"The Good, the Bad, and the Uncanny",Nightside,10
 Simon R.,Green,From Hell With Love,Secret Histories,4
 Sinclair,Lewis,Babbitt,,1
 Sir Arthur Conan,Doyle,"The Complete Sherlock Holmes, Volume II",,0
 Sir Arthur Conan,Doyle,Sherlock Holmes: The Complete Illustrated Novels,,1
 Sloane,Crosley,How Did You Get This Number,,1
